readingtime,readingvalue
2018-06-0301:05:00.000000+0000,0.654166667
2018-06-0301:10:00.000000+0000,0.6375
2018-06-0301:15:00.000000+0000,0.608746643
2018-06-0301:20:00.000000+0000,0.654513985
2018-06-0301:25:00.000000+0000,0.695833333
2018-06-0301:30:00.000000+0000,0.6375
2018-06-0301:35:00.000000+0000,0.629166667
2018-06-0301:40:00.000000+0000,0.5875
2018-06-0301:45:00.000000+0000,0.633333333
2018-06-0301:50:00.000000+0000,0.654166667
2018-06-0301:55:00.000000+0000,0.7
2018-06-0302:00:00.000000+0000,0.658333333
2018-06-0302:05:00.000000+0000,0.65
2018-06-0302:10:00.000000+0000,0.904166667
2018-06-0302:15:00.000000+0000,0.670833333
2018-06-0302:20:00.000000+0000,1.220833333
2018-06-0302:25:00.000000+0000,0.633333333
2018-06-0302:30:00.000000+0000,0.654166667
2018-06-0302:35:00.000000+0000,0.6375
2018-06-0302:40:00.000000+0000,0.6625
2018-06-0302:45:00.000000+0000,0.65
2018-06-0302:50:00.000000+0000,0.654166667
2018-06-0302:55:00.000000+0000,0.645833333
2018-06-0303:00:00.000000+0000,0.654166667
2018-06-0303:05:00.000000+0000,0.658333333
2018-06-0303:10:00.000000+0000,0.675
2018-06-0303:15:00.000000+0000,0.645833333
2018-06-0303:20:00.000000+0000,0.675
2018-06-0303:25:00.000000+0000,0.637706076
2018-06-0303:30:00.000000+0000,0.683333333
2018-06-0303:35:00.000000+0000,0.671112346
2018-06-0303:40:00.000000+0000,0.633333333
2018-06-0303:45:00.000000+0000,0.6625
2018-06-0303:50:00.000000+0000,0.695833333
2018-06-0303:55:00.000000+0000,0.670833333
2018-06-0304:00:00.000000+0000,0.658333333
2018-06-0304:05:00.000000+0000,0.64659975
2018-06-0304:10:00.000000+0000,0.645833333
2018-06-0304:15:00.000000+0000,0.654166667
2018-06-0304:20:00.000000+0000,0.7
2018-06-0304:25:00.000000+0000,0.675
2018-06-0304:30:00.000000+0000,0.633333333
2018-06-0304:35:00.000000+0000,0.608333333
2018-06-0304:40:00.000000+0000,0.6875
2018-06-0304:45:00.000000+0000,0.679166667
2018-06-0304:50:00.000000+0000,0.658333333
2018-06-0304:55:00.000000+0000,0.670833333
2018-06-0305:00:00.000000+0000,0.816666667
2018-06-0305:05:00.000000+0000,0.6625
2018-06-0305:10:00.000000+0000,0.708333333
2018-06-0305:15:00.000000+0000,0.654166667
2018-06-0305:20:00.000000+0000,0.645212791
2018-06-0305:25:00.000000+0000,0.646178337
2018-06-0305:30:00.000000+0000,0.679166667
2018-06-0305:35:00.000000+0000,0.704166667
2018-06-0305:40:00.000000+0000,0.645833333
2018-06-0305:45:00.000000+0000,0.6625
2018-06-0305:50:00.000000+0000,0.732847087
2018-06-0305:55:00.000000+0000,0.954166667
2018-06-0306:00:00.000000+0000,0.7875
2018-06-0306:05:00.000000+0000,0.670833333
2018-06-0306:10:00.000000+0000,0.683333333
2018-06-0306:15:00.000000+0000,0.716666667
2018-06-0306:20:00.000000+0000,0.670833333
2018-06-0306:25:00.000000+0000,0.633333333
2018-06-0306:30:00.000000+0000,0.7125
2018-06-0306:35:00.000000+0000,0.729166667
2018-06-0306:40:00.000000+0000,0.704166667
2018-06-0306:45:00.000000+0000,0.666666667
2018-06-0306:50:00.000000+0000,0.658333333
2018-06-0306:55:00.000000+0000,0.695833333
2018-06-0307:00:00.000000+0000,0.753833241
2018-06-0307:05:00.000000+0000,0.7
2018-06-0307:10:00.000000+0000,0.662501158
2018-06-0307:15:00.000000+0000,0.679166667
2018-06-0307:20:00.000000+0000,0.6875
2018-06-0307:25:00.000000+0000,0.683333333
2018-06-0307:30:00.000000+0000,0.675
2018-06-0307:35:00.000000+0000,0.691666667
2018-06-0307:40:00.000000+0000,0.6875
2018-06-0307:45:00.000000+0000,0.766666667
2018-06-0307:50:00.000000+0000,0.741666667
2018-06-0307:55:00.000000+0000,0.691666667
2018-06-0308:00:00.000000+0000,0.683333333
2018-06-0308:05:00.000000+0000,0.725
2018-06-0308:10:00.000000+0000,0.683333333
2018-06-0308:15:00.000000+0000,0.691666667
2018-06-0308:20:00.000000+0000,0.695833333
2018-06-0308:25:00.000000+0000,0.75
2018-06-0308:30:00.000000+0000,0.720833333
2018-06-0308:35:00.000000+0000,2.116666667
2018-06-0308:40:00.000000+0000,0.7125
2018-06-0308:45:00.000000+0000,0.691666667
2018-06-0308:50:00.000000+0000,0.745833333
2018-06-0308:55:00.000000+0000,0.741666667
2018-06-0309:00:00.000000+0000,0.741666667
2018-06-0309:05:00.000000+0000,0.675
2018-06-0309:10:00.000000+0000,0.716882004
2018-06-0309:15:00.000000+0000,0.716893582
2018-06-0309:20:00.000000+0000,0.866666667
2018-06-0309:25:00.000000+0000,0.970833333
2018-06-0309:30:00.000000+0000,0.7625
2018-06-0309:35:00.000000+0000,0.720833333
2018-06-0309:40:00.000000+0000,0.770833333
2018-06-0309:45:00.000000+0000,0.720833333
2018-06-0309:50:00.000000+0000,0.770833333
2018-06-0309:55:00.000000+0000,0.716666667
2018-06-0310:00:00.000000+0000,0.779166667
2018-06-0310:05:00.000000+0000,0.733333333
2018-06-0310:10:00.000000+0000,0.720833333
2018-06-0310:15:00.000000+0000,0.733333333
2018-06-0310:20:00.000000+0000,0.7375
2018-06-0310:25:00.000000+0000,0.708333333
2018-06-0310:30:00.000000+0000,0.733333333
2018-06-0310:35:00.000000+0000,0.770833333
2018-06-0310:40:00.000000+0000,0.804166667
2018-06-0310:45:00.000000+0000,0.783333333
2018-06-0310:50:00.000000+0000,0.733333333
2018-06-0310:55:00.000000+0000,0.704166667
2018-06-0311:00:00.000000+0000,0.775
2018-06-0311:05:00.000000+0000,0.770833333
2018-06-0311:10:00.000000+0000,0.741666667
2018-06-0311:15:00.000000+0000,0.7375
2018-06-0311:20:00.000000+0000,0.75
2018-06-0311:25:00.000000+0000,0.7375
2018-06-0311:30:00.000000+0000,0.729166667
2018-06-0311:35:00.000000+0000,0.7375
2018-06-0311:40:00.000000+0000,0.75
2018-06-0311:45:00.000000+0000,0.720833333
2018-06-0311:50:00.000000+0000,0.720833333
2018-06-0311:55:00.000000+0000,0.770833333
2018-06-0312:00:00.000000+0000,0.758333333
2018-06-0312:05:00.000000+0000,0.758346068
2018-06-0312:10:00.000000+0000,0.729166667
2018-06-0312:15:00.000000+0000,0.766666667
2018-06-0312:20:00.000000+0000,0.758333333
2018-06-0312:25:00.000000+0000,0.7375
2018-06-0312:30:00.000000+0000,0.7125
2018-06-0312:35:00.000000+0000,0.766666667
2018-06-0312:40:00.000000+0000,0.745833333
2018-06-0312:45:00.000000+0000,0.766666667
2018-06-0312:50:00.000000+0000,0.783333333
2018-06-0312:55:00.000000+0000,0.795833333
2018-06-0313:00:00.000000+0000,0.804166667
2018-06-0313:05:00.000000+0000,0.728896916
2018-06-0313:10:00.000000+0000,0.691666667
2018-06-0313:15:00.000000+0000,0.7625
2018-06-0313:20:00.000000+0000,0.758333333
2018-06-0313:25:00.000000+0000,0.729166667
2018-06-0313:30:00.000000+0000,0.725
2018-06-0313:35:00.000000+0000,0.720833333
2018-06-0313:40:00.000000+0000,0.779166667
2018-06-0313:45:00.000000+0000,0.754166667
2018-06-0313:50:00.000000+0000,0.766666667
2018-06-0313:55:00.000000+0000,0.770833333
2018-06-0314:00:00.000000+0000,0.783333333
2018-06-0314:05:00.000000+0000,0.7
2018-06-0314:10:00.000000+0000,0.708333333
2018-06-0314:15:00.000000+0000,0.7375
2018-06-0314:20:00.000000+0000,0.79446374
2018-06-0314:25:00.000000+0000,0.787036908
2018-06-0314:30:00.000000+0000,0.8125
2018-06-0314:35:00.000000+0000,0.741666667
2018-06-0314:40:00.000000+0000,0.783333333
2018-06-0314:45:00.000000+0000,0.766666667
2018-06-0314:50:00.000000+0000,0.733333333
2018-06-0314:55:00.000000+0000,0.85
2018-06-0315:00:00.000000+0000,0.75
2018-06-0315:05:00.000000+0000,0.75
2018-06-0315:10:00.000000+0000,0.804166667
2018-06-0315:15:00.000000+0000,0.854166667
2018-06-0315:20:00.000000+0000,0.829812679
2018-06-0315:25:00.000000+0000,0.758333333
2018-06-0315:30:00.000000+0000,0.816666667
2018-06-0315:35:00.000000+0000,0.8125
2018-06-0315:40:00.000000+0000,0.85
2018-06-0315:45:00.000000+0000,0.725
2018-06-0315:50:00.000000+0000,0.795833333
2018-06-0315:55:00.000000+0000,0.833333333
2018-06-0316:00:00.000000+0000,0.816666667
2018-06-0316:05:00.000000+0000,0.8375
2018-06-0316:10:00.000000+0000,0.7375
2018-06-0316:15:00.000000+0000,0.741666667
2018-06-0316:20:00.000000+0000,0.825575391
2018-06-0316:25:00.000000+0000,0.805464481
2018-06-0316:30:00.000000+0000,0.825085672
2018-06-0316:35:00.000000+0000,0.721199176
2018-06-0316:40:00.000000+0000,0.798870057
2018-06-0316:45:00.000000+0000,0.8625
2018-06-0316:50:00.000000+0000,0.8375
2018-06-0316:55:00.000000+0000,0.770833333
2018-06-0317:00:00.000000+0000,0.754166667
2018-06-0317:05:00.000000+0000,0.795833333
2018-06-0317:10:00.000000+0000,0.770833333
2018-06-0317:15:00.000000+0000,0.716666667
2018-06-0317:20:00.000000+0000,0.745833333
2018-06-0317:25:00.000000+0000,0.8125
2018-06-0317:30:00.000000+0000,0.745833333
2018-06-0317:35:00.000000+0000,0.829166667
2018-06-0317:40:00.000000+0000,0.904166667
2018-06-0317:45:00.000000+0000,0.745833333
2018-06-0317:50:00.000000+0000,0.741666667
2018-06-0317:55:00.000000+0000,0.816666667
2018-06-0318:00:00.000000+0000,0.770833333
2018-06-0318:05:00.000000+0000,0.683333333
2018-06-0318:10:00.000000+0000,0.683333333
2018-06-0318:15:00.000000+0000,0.6875
2018-06-0318:20:00.000000+0000,0.758333333
2018-06-0318:25:00.000000+0000,0.758333333
2018-06-0318:30:00.000000+0000,0.770833333
2018-06-0318:35:00.000000+0000,0.704166667
2018-06-0318:40:00.000000+0000,0.708333333
2018-06-0318:45:00.000000+0000,0.70417014
2018-06-0318:50:00.000000+0000,0.679166667
2018-06-0318:55:00.000000+0000,0.708333333
2018-06-0319:00:00.000000+0000,0.6875
2018-06-0319:05:00.000000+0000,0.725
2018-06-0319:10:00.000000+0000,0.6625
2018-06-0319:15:00.000000+0000,0.733333333
2018-06-0319:20:00.000000+0000,0.704166667
2018-06-0319:25:00.000000+0000,0.7375
2018-06-0319:30:00.000000+0000,0.758333333
2018-06-0319:35:00.000000+0000,0.775
2018-06-0319:40:00.000000+0000,0.75
2018-06-0319:45:00.000000+0000,0.704166667
2018-06-0319:50:00.000000+0000,0.6875
2018-06-0319:55:00.000000+0000,0.729166667
2018-06-0320:00:00.000000+0000,0.7125
2018-06-0320:05:00.000000+0000,0.6625
2018-06-0320:10:00.000000+0000,0.674586691
2018-06-0320:15:00.000000+0000,0.716666667
2018-06-0320:20:00.000000+0000,0.691666667
2018-06-0320:25:00.000000+0000,0.70903839
2018-06-0320:30:00.000000+0000,0.6875
2018-06-0320:35:00.000000+0000,0.754166667
2018-06-0320:40:00.000000+0000,0.733333333
2018-06-0320:45:00.000000+0000,0.770833333
2018-06-0320:50:00.000000+0000,0.670833333
2018-06-0320:55:00.000000+0000,0.704106465
2018-06-0321:00:00.000000+0000,0.8125
2018-06-0321:05:00.000000+0000,0.766392285
2018-06-0321:10:00.000000+0000,0.7125
2018-06-0321:15:00.000000+0000,0.650700426
2018-06-0321:20:00.000000+0000,0.666666667
2018-06-0321:25:00.000000+0000,0.691666667
2018-06-0321:30:00.000000+0000,0.766666667
2018-06-0321:35:00.000000+0000,0.704166667
2018-06-0321:40:00.000000+0000,0.6875
2018-06-0321:45:00.000000+0000,0.683333333
2018-06-0321:50:00.000000+0000,0.675
2018-06-0321:55:00.000000+0000,0.7625
2018-06-0322:00:00.000000+0000,0.6875
2018-06-0322:05:00.000000+0000,0.633333333
2018-06-0322:10:00.000000+0000,0.629166667
2018-06-0322:15:00.000000+0000,0.666666667
2018-06-0322:20:00.000000+0000,0.6625
2018-06-0322:25:00.000000+0000,0.645833333
2018-06-0322:30:00.000000+0000,0.654166667
2018-06-0322:35:00.000000+0000,0.6375
2018-06-0322:40:00.000000+0000,0.666666667
2018-06-0322:45:00.000000+0000,0.670833333
2018-06-0322:50:00.000000+0000,0.675
2018-06-0322:55:00.000000+0000,0.7125
2018-06-0323:00:00.000000+0000,0.6875
2018-06-0323:05:00.000000+0000,0.733333333
2018-06-0323:10:00.000000+0000,0.658333333
2018-06-0323:15:00.000000+0000,0.6375
2018-06-0323:20:00.000000+0000,0.6375
2018-06-0323:25:00.000000+0000,0.683333333
2018-06-0323:30:00.000000+0000,0.683333333
2018-06-0323:35:00.000000+0000,0.670833333
2018-06-0323:40:00.000000+0000,0.654166667
2018-06-0323:45:00.000000+0000,0.666666667
2018-06-0323:50:00.000000+0000,0.668715847
2018-06-0323:55:00.000000+0000,0.644279661
2018-06-0400:00:00.000000+0000,0.620417709
2018-06-0400:05:00.000000+0000,0.666666667
2018-06-0400:10:00.000000+0000,0.695833333
2018-06-0400:15:00.000000+0000,0.65
2018-06-0400:20:00.000000+0000,0.654238446
2018-06-0400:25:00.000000+0000,0.641666667
2018-06-0400:30:00.000000+0000,0.633333333
2018-06-0400:35:00.000000+0000,0.6625
2018-06-0400:40:00.000000+0000,0.675
2018-06-0400:45:00.000000+0000,0.6375
2018-06-0400:50:00.000000+0000,0.666666667
2018-06-0400:55:00.000000+0000,0.641666667
2018-06-0401:00:00.000000+0000,0.670773131
2018-06-0401:05:00.000000+0000,0.6875
2018-06-0401:10:00.000000+0000,0.620833333
2018-06-0401:15:00.000000+0000,0.720833333
2018-06-0401:20:00.000000+0000,0.666526581
2018-06-0401:25:00.000000+0000,0.670833333
2018-06-0401:30:00.000000+0000,0.6375
2018-06-0401:35:00.000000+0000,0.670833333
2018-06-0401:40:00.000000+0000,0.641666667
2018-06-0401:45:00.000000+0000,0.679166667
2018-06-0401:50:00.000000+0000,0.620833333
2018-06-0401:55:00.000000+0000,0.6375
2018-06-0402:00:00.000000+0000,0.670833333
2018-06-0402:05:00.000000+0000,0.7
2018-06-0402:10:00.000000+0000,0.741666667
2018-06-0402:15:00.000000+0000,0.617294156
2018-06-0402:20:00.000000+0000,0.691666667
2018-06-0402:25:00.000000+0000,0.695833333
2018-06-0402:30:00.000000+0000,0.645833333
2018-06-0402:35:00.000000+0000,0.670833333
2018-06-0402:40:00.000000+0000,0.875
2018-06-0402:45:00.000000+0000,0.641666667
2018-06-0402:50:00.000000+0000,1.033333333
2018-06-0402:55:00.000000+0000,0.675
2018-06-0403:00:00.000000+0000,0.675
2018-06-0403:05:00.000000+0000,0.641666667
2018-06-0403:10:00.000000+0000,0.6375
2018-06-0403:15:00.000000+0000,0.726571038
2018-06-0403:20:00.000000+0000,0.677471751
2018-06-0403:25:00.000000+0000,0.6375
2018-06-0403:30:00.000000+0000,0.65
2018-06-0403:35:00.000000+0000,0.65
2018-06-0403:40:00.000000+0000,0.6625
2018-06-0403:45:00.000000+0000,0.678817033
2018-06-0403:50:00.000000+0000,0.641667824
2018-06-0403:55:00.000000+0000,0.691666667
2018-06-0404:00:00.000000+0000,0.679166667
2018-06-0404:05:00.000000+0000,0.675
2018-06-0404:10:00.000000+0000,0.645833333
2018-06-0404:15:00.000000+0000,0.604166667
2018-06-0404:20:00.000000+0000,0.658333333
2018-06-0404:25:00.000000+0000,0.699942114
2018-06-0404:30:00.000000+0000,0.670833333
2018-06-0404:35:00.000000+0000,0.654166667
2018-06-0404:40:00.000000+0000,0.6375
2018-06-0404:45:00.000000+0000,0.65
2018-06-0404:50:00.000000+0000,0.770833333
2018-06-0404:55:00.000000+0000,0.704166667
2018-06-0405:00:00.000000+0000,0.641465222
2018-06-0405:05:00.000000+0000,0.670833333
2018-06-0405:10:00.000000+0000,0.720833333
2018-06-0405:15:00.000000+0000,0.766666667
2018-06-0405:20:00.000000+0000,0.795833333
2018-06-0405:25:00.000000+0000,0.666666667
2018-06-0405:30:00.000000+0000,0.8375
2018-06-0405:35:00.000000+0000,0.6875
2018-06-0405:40:00.000000+0000,0.8
2018-06-0405:45:00.000000+0000,0.845833333
2018-06-0405:50:00.000000+0000,0.758333333
2018-06-0405:55:00.000000+0000,0.720833333
2018-06-0406:00:00.000000+0000,0.891666667
2018-06-0406:05:00.000000+0000,0.725
2018-06-0406:10:00.000000+0000,0.7875
2018-06-0406:15:00.000000+0000,0.828147865
2018-06-0406:20:00.000000+0000,0.8625
2018-06-0406:25:00.000000+0000,0.8375
2018-06-0406:30:00.000000+0000,0.804166667
2018-06-0406:35:00.000000+0000,0.741666667
2018-06-0406:40:00.000000+0000,0.858333333
2018-06-0406:45:00.000000+0000,0.7875
2018-06-0406:50:00.000000+0000,1.1875
2018-06-0406:55:00.000000+0000,1.066666667
2018-06-0407:00:00.000000+0000,0.8
2018-06-0407:05:00.000000+0000,0.891666667
2018-06-0407:10:00.000000+0000,0.804166667
2018-06-0407:15:00.000000+0000,0.7625
2018-06-0407:20:00.000000+0000,0.822540984
2018-06-0407:25:00.000000+0000,4.082191813
2018-06-0407:30:00.000000+0000,1.1125
2018-06-0407:35:00.000000+0000,0.916666667
2018-06-0407:40:00.000000+0000,0.945833333
2018-06-0407:45:00.000000+0000,0.992759563
2018-06-0407:50:00.000000+0000,0.803389831
2018-06-0407:55:00.000000+0000,0.795833333
2018-06-0408:00:00.000000+0000,1.0875
2018-06-0408:05:00.000000+0000,0.916666667
2018-06-0408:10:00.000000+0000,1.008333333
2018-06-0408:15:00.000000+0000,0.825
2018-06-0408:20:00.000000+0000,0.783333333
2018-06-0408:25:00.000000+0000,0.8
2018-06-0408:30:00.000000+0000,0.920833333
2018-06-0408:35:00.000000+0000,0.920833333
2018-06-0408:40:00.000000+0000,1.029166667
2018-06-0408:45:00.000000+0000,0.958333333
2018-06-0408:50:00.000000+0000,0.954166667
2018-06-0408:55:00.000000+0000,0.8875
2018-06-0409:00:00.000000+0000,0.9
2018-06-0409:05:00.000000+0000,0.829946976
2018-06-0409:10:00.000000+0000,0.8875
2018-06-0409:15:00.000000+0000,0.804166667
2018-06-0409:20:00.000000+0000,0.85
2018-06-0409:25:00.000000+0000,1.004166667
2018-06-0409:30:00.000000+0000,0.970833333
2018-06-0409:35:00.000000+0000,0.883333333
2018-06-0409:40:00.000000+0000,0.808333333
2018-06-0409:45:00.000000+0000,0.841337872
2018-06-0409:50:00.000000+0000,1.033333333
2018-06-0409:55:00.000000+0000,0.995833333
2018-06-0410:00:00.000000+0000,1.054845096
2018-06-0410:05:00.000000+0000,1.525
2018-06-0410:10:00.000000+0000,1.108333333
2018-06-0410:15:00.000000+0000,1.125
2018-06-0410:20:00.000000+0000,1.095833333
2018-06-0410:25:00.000000+0000,1.066666667
2018-06-0410:30:00.000000+0000,1.041666667
2018-06-0410:35:00.000000+0000,1.125
2018-06-0410:40:00.000000+0000,1.116666667
2018-06-0410:45:00.000000+0000,1.079166667
2018-06-0410:50:00.000000+0000,0.983333333
2018-06-0410:55:00.000000+0000,1.204166667
2018-06-0411:00:00.000000+0000,1.029166667
2018-06-0411:05:00.000000+0000,0.85
2018-06-0411:10:00.000000+0000,0.954166667
2018-06-0411:15:00.000000+0000,0.766666667
2018-06-0411:20:00.000000+0000,0.816971149
2018-06-0411:25:00.000000+0000,0.85
2018-06-0411:30:00.000000+0000,0.779166667
2018-06-0411:35:00.000000+0000,0.73382421
2018-06-0411:40:00.000000+0000,0.820833333
2018-06-0411:45:00.000000+0000,0.883333333
2018-06-0411:50:00.000000+0000,0.879166667
2018-06-0411:55:00.000000+0000,0.858333333
2018-06-0412:00:00.000000+0000,0.929166667
2018-06-0412:05:00.000000+0000,0.8
2018-06-0412:10:00.000000+0000,0.854166667
2018-06-0412:15:00.000000+0000,0.833333333
2018-06-0412:20:00.000000+0000,0.795833333
2018-06-0412:25:00.000000+0000,1.066666667
2018-06-0412:30:00.000000+0000,0.85
2018-06-0412:35:00.000000+0000,0.791666667
2018-06-0412:40:00.000000+0000,0.896857924
2018-06-0412:45:00.000000+0000,0.828389831
2018-06-0412:50:00.000000+0000,0.775
2018-06-0412:55:00.000000+0000,1.0625
2018-06-0413:00:00.000000+0000,0.916666667
2018-06-0413:05:00.000000+0000,0.858333333
2018-06-0413:10:00.000000+0000,0.783333333
2018-06-0413:15:00.000000+0000,0.9
2018-06-0413:20:00.000000+0000,0.766666667
2018-06-0413:25:00.000000+0000,0.7125
2018-06-0413:30:00.000000+0000,0.9
2018-06-0413:35:00.000000+0000,0.85
2018-06-0413:40:00.000000+0000,0.904166667
2018-06-0413:45:00.000000+0000,0.766752339
2018-06-0413:50:00.000000+0000,0.8375
2018-06-0413:55:00.000000+0000,0.941900528
2018-06-0414:00:00.000000+0000,0.75289548
2018-06-0414:05:00.000000+0000,0.73751042
2018-06-0414:10:00.000000+0000,0.8125
2018-06-0414:15:00.000000+0000,0.808333333
2018-06-0414:20:00.000000+0000,0.816666667
2018-06-0414:25:00.000000+0000,0.791666667
2018-06-0414:30:00.000000+0000,1.066666667
2018-06-0414:35:00.000000+0000,0.804166667
2018-06-0414:40:00.000000+0000,0.795833333
2018-06-0414:45:00.000000+0000,0.933333333
2018-06-0414:50:00.000000+0000,0.795833333
2018-06-0414:55:00.000000+0000,0.807592387
2018-06-0415:00:00.000000+0000,0.762927202
2018-06-0415:05:00.000000+0000,0.783333333
2018-06-0415:10:00.000000+0000,0.791747708
2018-06-0415:15:00.000000+0000,0.766666667
2018-06-0415:20:00.000000+0000,0.770833333
2018-06-0415:25:00.000000+0000,0.891666667
2018-06-0415:30:00.000000+0000,0.879166667
2018-06-0415:35:00.000000+0000,1.083333333
2018-06-0415:40:00.000000+0000,0.8875
2018-06-0415:45:00.000000+0000,0.83307516
2018-06-0415:50:00.000000+0000,0.745833333
2018-06-0415:55:00.000000+0000,0.8
2018-06-0416:00:00.000000+0000,0.7875
2018-06-0416:05:00.000000+0000,0.8625
2018-06-0416:10:00.000000+0000,0.7875
2018-06-0416:15:00.000000+0000,0.812658609
2018-06-0416:20:00.000000+0000,0.770833333
2018-06-0416:25:00.000000+0000,0.775
2018-06-0416:30:00.000000+0000,0.8
2018-06-0416:35:00.000000+0000,0.770833333
2018-06-0416:40:00.000000+0000,0.8
2018-06-0416:45:00.000000+0000,0.795833333
2018-06-0416:50:00.000000+0000,0.895833333
2018-06-0416:55:00.000000+0000,0.945833333
2018-06-0417:00:00.000000+0000,0.775
2018-06-0417:05:00.000000+0000,0.779166667
2018-06-0417:10:00.000000+0000,0.8375
2018-06-0417:15:00.000000+0000,0.833333333
2018-06-0417:20:00.000000+0000,0.833333333
2018-06-0417:25:00.000000+0000,0.8
2018-06-0417:30:00.000000+0000,0.816666667
2018-06-0417:35:00.000000+0000,0.829166667
2018-06-0417:40:00.000000+0000,0.891666667
2018-06-0417:45:00.000000+0000,0.882731314
2018-06-0417:50:00.000000+0000,0.809631148
2018-06-0417:55:00.000000+0000,0.97019774
2018-06-0418:00:00.000000+0000,0.8375
2018-06-0418:05:00.000000+0000,0.85
2018-06-0418:10:00.000000+0000,0.775
2018-06-0418:15:00.000000+0000,0.841666667
2018-06-0418:20:00.000000+0000,0.85
2018-06-0418:25:00.000000+0000,0.758333333
2018-06-0418:30:00.000000+0000,0.724525331
2018-06-0418:35:00.000000+0000,0.8875
2018-06-0418:40:00.000000+0000,0.833333333
