readingtime,readingvalue
2018-06-1409:35:00.000000+0000,0.633333333
2018-06-1409:40:00.000000+0000,0.720833333
2018-06-1409:45:00.000000+0000,0.604166667
2018-06-1409:50:00.000000+0000,0.4875
2018-06-1409:55:00.000000+0000,0.6875
2018-06-1410:00:00.000000+0000,0.445833333
2018-06-1410:05:00.000000+0000,0.554166667
2018-06-1410:10:00.000000+0000,0.7375
2018-06-1410:15:00.000000+0000,0.56596161
2018-06-1410:20:00.000000+0000,0.658333333
2018-06-1410:25:00.000000+0000,0.5375
2018-06-1410:30:00.000000+0000,0.666666667
2018-06-1410:35:00.000000+0000,0.670833333
2018-06-1410:40:00.000000+0000,0.491666667
2018-06-1410:45:00.000000+0000,0.433333333
2018-06-1410:50:00.000000+0000,0.533333333
2018-06-1410:55:00.000000+0000,0.9375
2018-06-1411:00:00.000000+0000,0.883333333
2018-06-1411:05:00.000000+0000,1.116666667
2018-06-1411:10:00.000000+0000,0.8625
2018-06-1411:15:00.000000+0000,0.751844262
2018-06-1411:20:00.000000+0000,0.941596045
2018-06-1411:25:00.000000+0000,0.825
2018-06-1411:30:00.000000+0000,0.85
2018-06-1411:35:00.000000+0000,0.866666667
2018-06-1411:40:00.000000+0000,0.891666667
2018-06-1411:45:00.000000+0000,0.808333333
2018-06-1411:50:00.000000+0000,0.758333333
2018-06-1411:55:00.000000+0000,0.795833333
2018-06-1412:00:00.000000+0000,0.783333333
2018-06-1412:05:00.000000+0000,0.929166667
2018-06-1412:10:00.000000+0000,1.092896175
2018-06-1412:15:00.000000+0000,1.057344633
2018-06-1412:20:00.000000+0000,0.975
2018-06-1412:25:00.000000+0000,0.845833333
2018-06-1412:30:00.000000+0000,0.925
2018-06-1412:35:00.000000+0000,0.7125
2018-06-1412:40:00.000000+0000,0.8375
2018-06-1412:45:00.000000+0000,1.035678892
2018-06-1412:50:00.000000+0000,1.0125
2018-06-1412:55:00.000000+0000,1.091666667
2018-06-1413:00:00.000000+0000,1.191666667
2018-06-1413:05:00.000000+0000,0.933333333
2018-06-1413:10:00.000000+0000,1.016666667
2018-06-1413:15:00.000000+0000,0.866666667
2018-06-1413:20:00.000000+0000,0.875
2018-06-1413:25:00.000000+0000,0.799270631
2018-06-1413:30:00.000000+0000,0.866891266
2018-06-1413:35:00.000000+0000,0.929166667
2018-06-1413:40:00.000000+0000,0.8375
2018-06-1413:45:00.000000+0000,0.893032787
2018-06-1413:50:00.000000+0000,0.77612647
2018-06-1413:55:00.000000+0000,0.819985876
2018-06-1414:00:00.000000+0000,0.745833333
2018-06-1414:05:00.000000+0000,0.6875
2018-06-1414:10:00.000000+0000,0.808333333
2018-06-1414:15:00.000000+0000,0.766666667
2018-06-1414:20:00.000000+0000,1.004166667
2018-06-1414:25:00.000000+0000,1.004166667
2018-06-1414:30:00.000000+0000,0.916666667
2018-06-1414:35:00.000000+0000,1.029166667
2018-06-1414:40:00.000000+0000,0.883333333
2018-06-1414:45:00.000000+0000,1.104166667
2018-06-1414:50:00.000000+0000,0.954166667
2018-06-1414:55:00.000000+0000,0.9
2018-06-1415:00:00.000000+0000,0.8
2018-06-1415:05:00.000000+0000,0.925
2018-06-1415:10:00.000000+0000,1
2018-06-1415:15:00.000000+0000,0.816666667
2018-06-1415:20:00.000000+0000,0.9625
2018-06-1415:25:00.000000+0000,0.908333333
2018-06-1415:30:00.000000+0000,0.9125
2018-06-1415:35:00.000000+0000,1.095833333
2018-06-1415:40:00.000000+0000,1.0125
2018-06-1415:45:00.000000+0000,0.8625
2018-06-1415:50:00.000000+0000,0.9
2018-06-1415:55:00.000000+0000,0.8625
2018-06-1416:00:00.000000+0000,0.816666667
2018-06-1416:05:00.000000+0000,0.820833333
2018-06-1416:10:00.000000+0000,0.870833333
2018-06-1416:15:00.000000+0000,0.875
2018-06-1416:20:00.000000+0000,0.954327591
2018-06-1416:25:00.000000+0000,0.85
2018-06-1416:30:00.000000+0000,0.879166667
2018-06-1416:35:00.000000+0000,0.85
2018-06-1416:40:00.000000+0000,0.904166667
2018-06-1416:45:00.000000+0000,0.864344262
2018-06-1416:50:00.000000+0000,0.819844633
2018-06-1416:55:00.000000+0000,0.795833333
2018-06-1417:00:00.000000+0000,0.8
2018-06-1417:05:00.000000+0000,0.7875
2018-06-1417:10:00.000000+0000,0.883333333
2018-06-1417:15:00.000000+0000,0.891666667
2018-06-1417:20:00.000000+0000,0.808333333
2018-06-1417:25:00.000000+0000,0.883018431
2018-06-1417:30:00.000000+0000,0.779166667
2018-06-1417:35:00.000000+0000,0.793579235
2018-06-1417:40:00.000000+0000,0.811440678
2018-06-1417:45:00.000000+0000,0.75
2018-06-1417:50:00.000000+0000,0.733333333
2018-06-1417:55:00.000000+0000,0.820833333
2018-06-1418:00:00.000000+0000,0.786829675
2018-06-1418:05:00.000000+0000,0.745833333
2018-06-1418:10:00.000000+0000,0.7375
2018-06-1418:15:00.000000+0000,0.716465222
2018-06-1418:20:00.000000+0000,0.75
2018-06-1418:25:00.000000+0000,0.75
2018-06-1418:30:00.000000+0000,0.729166667
2018-06-1418:35:00.000000+0000,0.717296471
2018-06-1418:40:00.000000+0000,0.729166667
2018-06-1418:45:00.000000+0000,0.708333333
2018-06-1418:50:00.000000+0000,0.7
2018-06-1418:55:00.000000+0000,0.716674771
2018-06-1419:00:00.000000+0000,0.712498842
2018-06-1419:05:00.000000+0000,0.716666667
2018-06-1419:10:00.000000+0000,0.670833333
2018-06-1419:15:00.000000+0000,0.720833333
2018-06-1419:20:00.000000+0000,0.766666667
2018-06-1419:25:00.000000+0000,0.683333333
2018-06-1419:30:00.000000+0000,0.695833333
2018-06-1419:35:00.000000+0000,0.720833333
2018-06-1419:40:00.000000+0000,0.75
2018-06-1419:45:00.000000+0000,0.741666667
2018-06-1419:50:00.000000+0000,0.704166667
2018-06-1419:55:00.000000+0000,0.783333333
2018-06-1420:00:00.000000+0000,0.745833333
2018-06-1420:05:00.000000+0000,0.770833333
2018-06-1420:10:00.000000+0000,0.708333333
2018-06-1420:15:00.000000+0000,0.770833333
2018-06-1420:20:00.000000+0000,0.7125
2018-06-1420:25:00.000000+0000,0.770833333
2018-06-1420:30:00.000000+0000,0.779166667
2018-06-1420:35:00.000000+0000,0.749805502
2018-06-1420:40:00.000000+0000,0.779166667
2018-06-1420:45:00.000000+0000,0.791666667
2018-06-1420:50:00.000000+0000,0.791666667
2018-06-1420:55:00.000000+0000,0.783333333
2018-06-1421:00:00.000000+0000,0.7125
2018-06-1421:05:00.000000+0000,0.725
2018-06-1421:10:00.000000+0000,0.7125
2018-06-1421:15:00.000000+0000,0.708333333
2018-06-1421:20:00.000000+0000,0.720833333
2018-06-1421:25:00.000000+0000,0.65
2018-06-1421:30:00.000000+0000,0.641666667
2018-06-1421:35:00.000000+0000,0.654166667
2018-06-1421:40:00.000000+0000,0.733333333
2018-06-1421:45:00.000000+0000,0.729166667
2018-06-1421:50:00.000000+0000,0.6625
2018-06-1421:55:00.000000+0000,0.629166667
2018-06-1422:00:00.000000+0000,0.675
2018-06-1422:05:00.000000+0000,0.675
2018-06-1422:10:00.000000+0000,0.677396499
2018-06-1422:15:00.000000+0000,0.63170904
2018-06-1422:20:00.000000+0000,0.666666667
2018-06-1422:25:00.000000+0000,0.75
2018-06-1422:30:00.000000+0000,0.691666667
2018-06-1422:35:00.000000+0000,0.658333333
2018-06-1422:40:00.000000+0000,0.654166667
2018-06-1422:45:00.000000+0000,0.656147541
2018-06-1422:50:00.000000+0000,0.668997175
2018-06-1422:55:00.000000+0000,0.670833333
2018-06-1423:00:00.000000+0000,0.641666667
2018-06-1423:05:00.000000+0000,0.649789293
2018-06-1423:10:00.000000+0000,0.675
2018-06-1423:15:00.000000+0000,0.6625
2018-06-1423:20:00.000000+0000,0.658475734
2018-06-1423:25:00.000000+0000,0.670351718
2018-06-1423:30:00.000000+0000,0.65
2018-06-1423:35:00.000000+0000,0.677254098
2018-06-1423:40:00.000000+0000,0.669350282
2018-06-1423:45:00.000000+0000,0.679231499
2018-06-1423:50:00.000000+0000,0.620833333
2018-06-1423:55:00.000000+0000,0.616387654
2018-06-1500:00:00.000000+0000,0.666666667
2018-06-1500:05:00.000000+0000,0.654166667
2018-06-1500:10:00.000000+0000,0.65
2018-06-1500:15:00.000000+0000,0.625
2018-06-1500:20:00.000000+0000,0.645833333
2018-06-1500:25:00.000000+0000,0.679166667
2018-06-1500:30:00.000000+0000,0.65
2018-06-1500:35:00.000000+0000,0.683333333
2018-06-1500:40:00.000000+0000,0.658333333
2018-06-1500:45:00.000000+0000,0.679166667
2018-06-1500:50:00.000000+0000,0.654166667
2018-06-1500:55:00.000000+0000,0.6625
2018-06-1501:00:00.000000+0000,0.666253357
2018-06-1501:05:00.000000+0000,0.620833333
2018-06-1501:10:00.000000+0000,0.616666667
2018-06-1501:15:00.000000+0000,0.680076642
2018-06-1501:20:00.000000+0000,0.647476151
2018-06-1501:25:00.000000+0000,0.652754237
2018-06-1501:30:00.000000+0000,0.645833333
2018-06-1501:35:00.000000+0000,0.629166667
2018-06-1501:40:00.000000+0000,0.666666667
2018-06-1501:45:00.000000+0000,0.625
2018-06-1501:50:00.000000+0000,0.625
2018-06-1501:55:00.000000+0000,0.604166667
2018-06-1502:00:00.000000+0000,0.633333333
2018-06-1502:05:00.000000+0000,0.667162175
2018-06-1502:10:00.000000+0000,0.645833333
2018-06-1502:15:00.000000+0000,0.612501158
2018-06-1502:20:00.000000+0000,0.599786978
2018-06-1502:25:00.000000+0000,0.991666667
2018-06-1502:30:00.000000+0000,1.108333333
2018-06-1502:35:00.000000+0000,0.675
2018-06-1502:40:00.000000+0000,0.63791794
2018-06-1502:45:00.000000+0000,0.645833333
2018-06-1502:50:00.000000+0000,0.658395851
2018-06-1502:55:00.000000+0000,0.654166667
2018-06-1503:00:00.000000+0000,0.670833333
2018-06-1503:05:00.000000+0000,0.625
2018-06-1503:10:00.000000+0000,0.6125
2018-06-1503:15:00.000000+0000,0.720833333
2018-06-1503:20:00.000000+0000,0.825
2018-06-1503:25:00.000000+0000,0.666666667
2018-06-1503:30:00.000000+0000,0.633333333
2018-06-1503:35:00.000000+0000,0.656352459
2018-06-1503:40:00.000000+0000,0.648516949
2018-06-1503:45:00.000000+0000,0.675
2018-06-1503:50:00.000000+0000,0.683333333
2018-06-1503:55:00.000000+0000,0.6125
2018-06-1504:00:00.000000+0000,0.666666667
2018-06-1504:05:00.000000+0000,0.675
2018-06-1504:10:00.000000+0000,0.675
2018-06-1504:15:00.000000+0000,0.645833333
2018-06-1504:20:00.000000+0000,0.604166667
2018-06-1504:25:00.000000+0000,0.6625
2018-06-1504:30:00.000000+0000,0.658333333
2018-06-1504:35:00.000000+0000,0.683333333
2018-06-1504:40:00.000000+0000,0.645833333
2018-06-1504:45:00.000000+0000,0.6375
2018-06-1504:50:00.000000+0000,0.670833333
2018-06-1504:55:00.000000+0000,0.654166667
2018-06-1505:00:00.000000+0000,0.7
2018-06-1505:05:00.000000+0000,0.653821663
2018-06-1505:10:00.000000+0000,0.603748726
2018-06-1505:15:00.000000+0000,0.645833333
2018-06-1505:20:00.000000+0000,0.670833333
2018-06-1505:25:00.000000+0000,0.6875
2018-06-1505:30:00.000000+0000,0.7375
2018-06-1505:35:00.000000+0000,0.625
2018-06-1505:40:00.000000+0000,0.6875
2018-06-1505:45:00.000000+0000,0.720833333
2018-06-1505:50:00.000000+0000,0.708333333
2018-06-1505:55:00.000000+0000,0.654166667
2018-06-1506:00:00.000000+0000,0.6875
2018-06-1506:05:00.000000+0000,0.686952394
2018-06-1506:10:00.000000+0000,0.75
2018-06-1506:15:00.000000+0000,0.679166667
2018-06-1506:20:00.000000+0000,0.7
2018-06-1506:25:00.000000+0000,0.745833333
2018-06-1506:30:00.000000+0000,0.808333333
2018-06-1506:35:00.000000+0000,0.779166667
2018-06-1506:40:00.000000+0000,0.725005789
2018-06-1506:45:00.000000+0000,0.7125
2018-06-1506:50:00.000000+0000,0.725
2018-06-1506:55:00.000000+0000,0.8
2018-06-1507:00:00.000000+0000,0.783333333
2018-06-1507:05:00.000000+0000,0.7375
2018-06-1507:10:00.000000+0000,0.766666667
2018-06-1507:15:00.000000+0000,0.745833333
2018-06-1507:20:00.000000+0000,0.772909141
2018-06-1507:25:00.000000+0000,0.740324859
2018-06-1507:30:00.000000+0000,0.7625
2018-06-1507:35:00.000000+0000,0.804166667
2018-06-1507:40:00.000000+0000,0.875
2018-06-1507:45:00.000000+0000,0.8875
2018-06-1507:50:00.000000+0000,0.945833333
2018-06-1507:55:00.000000+0000,0.808333333
2018-06-1508:00:00.000000+0000,0.829166667
2018-06-1508:05:00.000000+0000,0.845833333
2018-06-1508:10:00.000000+0000,0.758333333
2018-06-1508:15:00.000000+0000,0.7625
2018-06-1508:20:00.000000+0000,0.870833333
2018-06-1508:25:00.000000+0000,0.879166667
2018-06-1508:30:00.000000+0000,0.833333333
2018-06-1508:35:00.000000+0000,0.770833333
2018-06-1508:40:00.000000+0000,0.795833333
2018-06-1508:45:00.000000+0000,1.054166667
2018-06-1508:50:00.000000+0000,0.929166667
2018-06-1508:55:00.000000+0000,0.8
2018-06-1509:00:00.000000+0000,0.75
2018-06-1509:05:00.000000+0000,0.7375
2018-06-1509:10:00.000000+0000,0.754250023
2018-06-1509:15:00.000000+0000,0.7625
2018-06-1509:20:00.000000+0000,0.808333333
2018-06-1509:25:00.000000+0000,0.833333333
2018-06-1509:30:00.000000+0000,0.908333333
2018-06-1509:35:00.000000+0000,0.8625
2018-06-1509:40:00.000000+0000,0.866666667
2018-06-1509:45:00.000000+0000,1.0125
2018-06-1509:50:00.000000+0000,0.883333333
2018-06-1509:55:00.000000+0000,0.804166667
2018-06-1510:00:00.000000+0000,0.829327591
2018-06-1510:05:00.000000+0000,0.7875
2018-06-1510:10:00.000000+0000,0.791666667
2018-06-1510:15:00.000000+0000,1.175
2018-06-1510:20:00.000000+0000,0.879166667
2018-06-1510:25:00.000000+0000,0.904166667
2018-06-1510:30:00.000000+0000,0.908333333
2018-06-1510:35:00.000000+0000,0.979166667
2018-06-1510:40:00.000000+0000,0.8875
2018-06-1510:45:00.000000+0000,0.992401825
2018-06-1510:50:00.000000+0000,0.883333333
2018-06-1510:55:00.000000+0000,0.983333333
2018-06-1511:00:00.000000+0000,0.797677596
2018-06-1511:05:00.000000+0000,0.890042373
2018-06-1511:10:00.000000+0000,0.85
2018-06-1511:15:00.000000+0000,0.829166667
2018-06-1511:20:00.000000+0000,0.733333333
2018-06-1511:25:00.000000+0000,0.783414374
2018-06-1511:30:00.000000+0000,0.7875
2018-06-1511:35:00.000000+0000,0.741809067
2018-06-1511:40:00.000000+0000,0.741666667
2018-06-1511:45:00.000000+0000,0.791666667
2018-06-1511:50:00.000000+0000,0.780942623
2018-06-1511:55:00.000000+0000,0.790536723
2018-06-1512:00:00.000000+0000,0.866666667
2018-06-1512:05:00.000000+0000,0.745833333
2018-06-1512:10:00.000000+0000,0.8875
2018-06-1512:15:00.000000+0000,0.779166667
2018-06-1512:20:00.000000+0000,1
2018-06-1512:25:00.000000+0000,0.845833333
2018-06-1512:30:00.000000+0000,0.816666667
2018-06-1512:35:00.000000+0000,0.891666667
2018-06-1512:40:00.000000+0000,0.875
2018-06-1512:45:00.000000+0000,0.870833333
2018-06-1512:50:00.000000+0000,0.858333333
2018-06-1512:55:00.000000+0000,0.8375
2018-06-1513:00:00.000000+0000,0.866666667
2018-06-1513:05:00.000000+0000,0.9375
2018-06-1513:10:00.000000+0000,0.775
2018-06-1513:15:00.000000+0000,0.745770816
2018-06-1513:20:00.000000+0000,0.891666667
2018-06-1513:25:00.000000+0000,0.754166667
2018-06-1513:30:00.000000+0000,0.771253589
2018-06-1513:35:00.000000+0000,0.758333333
2018-06-1513:40:00.000000+0000,0.7375
2018-06-1513:45:00.000000+0000,0.775
2018-06-1513:50:00.000000+0000,0.824602899
2018-06-1513:55:00.000000+0000,0.916987358
2018-06-1514:00:00.000000+0000,0.841666667
2018-06-1514:05:00.000000+0000,0.704166667
2018-06-1514:10:00.000000+0000,0.733273131
2018-06-1514:15:00.000000+0000,0.754166667
2018-06-1514:20:00.000000+0000,0.816622673
2018-06-1514:25:00.000000+0000,0.775
2018-06-1514:30:00.000000+0000,0.7125
2018-06-1514:35:00.000000+0000,0.9875
2018-06-1514:40:00.000000+0000,0.85
2018-06-1514:45:00.000000+0000,0.95
2018-06-1514:50:00.000000+0000,0.825
2018-06-1514:55:00.000000+0000,0.833333333
2018-06-1515:00:00.000000+0000,0.766666667
2018-06-1515:05:00.000000+0000,0.891666667
2018-06-1515:10:00.000000+0000,0.858333333
2018-06-1515:15:00.000000+0000,1.008333333
2018-06-1515:20:00.000000+0000,1.286586552
2018-06-1515:25:00.000000+0000,1.1625
2018-06-1515:30:00.000000+0000,1.008333333
2018-06-1515:35:00.000000+0000,1.083333333
2018-06-1515:40:00.000000+0000,0.772404372
2018-06-1515:45:00.000000+0000,0.76970339
2018-06-1515:50:00.000000+0000,0.8125
2018-06-1515:55:00.000000+0000,0.795833333
2018-06-1516:00:00.000000+0000,0.741666667
2018-06-1516:05:00.000000+0000,0.766666667
2018-06-1516:10:00.000000+0000,0.799614476
2018-06-1516:15:00.000000+0000,0.770833333
2018-06-1516:20:00.000000+0000,0.75
2018-06-1516:25:00.000000+0000,0.770833333
2018-06-1516:30:00.000000+0000,0.816666667
2018-06-1516:35:00.000000+0000,0.770833333
2018-06-1516:40:00.000000+0000,0.764002732
2018-06-1516:45:00.000000+0000,0.752542373
2018-06-1516:50:00.000000+0000,0.7875
2018-06-1516:55:00.000000+0000,0.816271881
2018-06-1517:00:00.000000+0000,0.7375
2018-06-1517:05:00.000000+0000,0.729166667
2018-06-1517:10:00.000000+0000,0.758333333
2018-06-1517:15:00.000000+0000,0.795833333
2018-06-1517:20:00.000000+0000,0.766666667
2018-06-1517:25:00.000000+0000,0.795833333
2018-06-1517:30:00.000000+0000,0.75376725
2018-06-1517:35:00.000000+0000,0.84760929
2018-06-1517:40:00.000000+0000,0.769491525
2018-06-1517:45:00.000000+0000,0.745833333
2018-06-1517:50:00.000000+0000,0.7125
2018-06-1517:55:00.000000+0000,0.770833333
2018-06-1518:00:00.000000+0000,0.77932296
2018-06-1518:05:00.000000+0000,0.741666667
2018-06-1518:10:00.000000+0000,0.733333333
2018-06-1518:15:00.000000+0000,0.720833333
2018-06-1518:20:00.000000+0000,0.745833333
2018-06-1518:25:00.000000+0000,0.75
2018-06-1518:30:00.000000+0000,0.770833333
2018-06-1518:35:00.000000+0000,0.758333333
2018-06-1518:40:00.000000+0000,0.679166667
2018-06-1518:45:00.000000+0000,0.679166667
2018-06-1518:50:00.000000+0000,0.725
2018-06-1518:55:00.000000+0000,0.729166667
2018-06-1519:00:00.000000+0000,0.74946976
2018-06-1519:05:00.000000+0000,0.654166667
2018-06-1519:10:00.000000+0000,0.866666667
2018-06-1519:15:00.000000+0000,0.7375
2018-06-1519:20:00.000000+0000,0.716666667
2018-06-1519:25:00.000000+0000,0.7625
2018-06-1519:30:00.000000+0000,0.683333333
2018-06-1519:35:00.000000+0000,0.720833333
2018-06-1519:40:00.000000+0000,0.7125
2018-06-1519:45:00.000000+0000,0.675
2018-06-1519:50:00.000000+0000,0.708333333
2018-06-1519:55:00.000000+0000,0.75417014
2018-06-1520:00:00.000000+0000,0.7375
2018-06-1520:05:00.000000+0000,0.829166667
2018-06-1520:10:00.000000+0000,0.716666667
2018-06-1520:15:00.000000+0000,0.708333333
2018-06-1520:20:00.000000+0000,0.733333333
2018-06-1520:25:00.000000+0000,0.720833333
2018-06-1520:30:00.000000+0000,0.825
2018-06-1520:35:00.000000+0000,0.670833333
2018-06-1520:40:00.000000+0000,0.720833333
2018-06-1520:45:00.000000+0000,0.720833333
2018-06-1520:50:00.000000+0000,0.7
2018-06-1520:55:00.000000+0000,0.820833333
2018-06-1521:00:00.000000+0000,0.725
2018-06-1521:05:00.000000+0000,0.779166667
2018-06-1521:10:00.000000+0000,0.720833333
2018-06-1521:15:00.000000+0000,0.720833333
2018-06-1521:20:00.000000+0000,0.695833333
2018-06-1521:25:00.000000+0000,0.716666667
2018-06-1521:30:00.000000+0000,0.708333333
2018-06-1521:35:00.000000+0000,0.658333333
2018-06-1521:40:00.000000+0000,1.044423219
2018-06-1521:45:00.000000+0000,0.666666667
2018-06-1521:50:00.000000+0000,0.666323979
2018-06-1521:55:00.000000+0000,0.683333333
2018-06-1522:00:00.000000+0000,0.675
2018-06-1522:05:00.000000+0000,0.658333333
2018-06-1522:10:00.000000+0000,0.684036075
2018-06-1522:15:00.000000+0000,0.65
2018-06-1522:20:00.000000+0000,0.708333333
2018-06-1522:25:00.000000+0000,0.65
2018-06-1522:30:00.000000+0000,0.654166667
2018-06-1522:35:00.000000+0000,0.683333333
2018-06-1522:40:00.000000+0000,0.704166667
2018-06-1522:45:00.000000+0000,0.658333333
2018-06-1522:50:00.000000+0000,0.65
2018-06-1522:55:00.000000+0000,0.675
2018-06-1523:00:00.000000+0000,0.7375
2018-06-1523:05:00.000000+0000,0.679166667
2018-06-1523:10:00.000000+0000,0.641666667
2018-06-1523:15:00.000000+0000,0.6875
2018-06-1523:20:00.000000+0000,0.704166667
2018-06-1523:25:00.000000+0000,0.679166667
2018-06-1523:30:00.000000+0000,0.733333333
2018-06-1523:35:00.000000+0000,0.658333333
2018-06-1523:40:00.000000+0000,0.675
2018-06-1523:45:00.000000+0000,0.7
2018-06-1523:50:00.000000+0000,0.75
2018-06-1523:55:00.000000+0000,0.783333333
2018-06-1600:00:00.000000+0000,0.766666667
2018-06-1600:05:00.000000+0000,0.833333333
2018-06-1600:10:00.000000+0000,0.741666667
2018-06-1600:15:00.000000+0000,0.683333333
2018-06-1600:20:00.000000+0000,0.620833333
2018-06-1600:25:00.000000+0000,0.65
2018-06-1600:30:00.000000+0000,0.725
2018-06-1600:35:00.000000+0000,0.65
2018-06-1600:40:00.000000+0000,0.670833333
2018-06-1600:45:00.000000+0000,0.658333333
2018-06-1600:50:00.000000+0000,0.633333333
2018-06-1600:55:00.000000+0000,0.683333333
2018-06-1601:00:00.000000+0000,0.679166667
2018-06-1601:05:00.000000+0000,0.633333333
2018-06-1601:10:00.000000+0000,0.625
2018-06-1601:15:00.000000+0000,0.66454918
2018-06-1601:20:00.000000+0000,0.671681949
2018-06-1601:25:00.000000+0000,0.656567797
2018-06-1601:30:00.000000+0000,0.645833333
2018-06-1601:35:00.000000+0000,0.620833333
2018-06-1601:40:00.000000+0000,0.670833333
2018-06-1601:45:00.000000+0000,0.6625
2018-06-1601:50:00.000000+0000,0.6375
2018-06-1601:55:00.000000+0000,0.666666667
2018-06-1602:00:00.000000+0000,0.716666667
2018-06-1602:05:00.000000+0000,0.704166667
2018-06-1602:10:00.000000+0000,1.358333333
2018-06-1602:15:00.000000+0000,0.683333333
2018-06-1602:20:00.000000+0000,0.658333333
2018-06-1602:25:00.000000+0000,0.6625
2018-06-1602:30:00.000000+0000,0.6875
2018-06-1602:35:00.000000+0000,0.654166667
2018-06-1602:40:00.000000+0000,0.666666667
2018-06-1602:45:00.000000+0000,0.6125
2018-06-1602:50:00.000000+0000,0.670833333
2018-06-1602:55:00.000000+0000,0.6875
2018-06-1603:00:00.000000+0000,0.6875
2018-06-1603:05:00.000000+0000,0.645833333
2018-06-1603:10:00.000000+0000,0.641666667
2018-06-1603:15:00.000000+0000,0.6375
2018-06-1603:20:00.000000+0000,0.654166667
2018-06-1603:25:00.000000+0000,0.679372742
2018-06-1603:30:00.000000+0000,0.625
2018-06-1603:35:00.000000+0000,0.654166667
2018-06-1603:40:00.000000+0000,0.658333333
2018-06-1603:45:00.000000+0000,0.6375
2018-06-1603:50:00.000000+0000,0.645833333
2018-06-1603:55:00.000000+0000,0.6375
2018-06-1604:00:00.000000+0000,0.675
2018-06-1604:05:00.000000+0000,0.691666667
2018-06-1604:10:00.000000+0000,0.658333333
2018-06-1604:15:00.000000+0000,0.658333333
2018-06-1604:20:00.000000+0000,0.641666667
2018-06-1604:25:00.000000+0000,0.654166667
2018-06-1604:30:00.000000+0000,0.6875
2018-06-1604:35:00.000000+0000,0.683333333
2018-06-1604:40:00.000000+0000,0.654166667
2018-06-1604:45:00.000000+0000,0.633610031
2018-06-1604:50:00.000000+0000,0.675
2018-06-1604:55:00.000000+0000,0.670833333
2018-06-1605:00:00.000000+0000,0.6875
2018-06-1605:05:00.000000+0000,0.616666667
2018-06-1605:10:00.000000+0000,0.608333333
2018-06-1605:15:00.000000+0000,0.6625
2018-06-1605:20:00.000000+0000,0.6625
2018-06-1605:25:00.000000+0000,0.695833333
2018-06-1605:30:00.000000+0000,0.670833333
2018-06-1605:35:00.000000+0000,0.741666667
2018-06-1605:40:00.000000+0000,0.666666667
2018-06-1605:45:00.000000+0000,0.679166667
2018-06-1605:50:00.000000+0000,0.625
2018-06-1605:55:00.000000+0000,0.641666667
2018-06-1606:00:00.000000+0000,0.670833333
2018-06-1606:05:00.000000+0000,0.8
2018-06-1606:10:00.000000+0000,0.883333333
2018-06-1606:15:00.000000+0000,0.6625
2018-06-1606:20:00.000000+0000,0.675
2018-06-1606:25:00.000000+0000,0.683333333
2018-06-1606:30:00.000000+0000,0.691666667
2018-06-1606:35:00.000000+0000,0.729166667
2018-06-1606:40:00.000000+0000,0.679166667
2018-06-1606:45:00.000000+0000,0.654166667
2018-06-1606:50:00.000000+0000,0.67295082
2018-06-1606:55:00.000000+0000,0.693997175
2018-06-1607:00:00.000000+0000,0.704166667
2018-06-1607:05:00.000000+0000,0.704166667
2018-06-1607:10:00.000000+0000,0.683333333
2018-06-1607:15:00.000000+0000,0.794875891
2018-06-1607:20:00.000000+0000,0.729166667
2018-06-1607:25:00.000000+0000,0.716666667
2018-06-1607:30:00.000000+0000,0.729166667
2018-06-1607:35:00.000000+0000,0.695833333
2018-06-1607:40:00.000000+0000,0.741666667
2018-06-1607:45:00.000000+0000,0.7375
2018-06-1607:50:00.000000+0000,0.7375
2018-06-1607:55:00.000000+0000,0.708333333
2018-06-1608:00:00.000000+0000,0.729166667
2018-06-1608:05:00.000000+0000,0.933333333
2018-06-1608:10:00.000000+0000,0.754166667
2018-06-1608:15:00.000000+0000,1.070833333
2018-06-1608:20:00.000000+0000,0.775
2018-06-1608:25:00.000000+0000,0.854166667
2018-06-1608:30:00.000000+0000,0.758333333
2018-06-1608:35:00.000000+0000,0.8375
2018-06-1608:40:00.000000+0000,0.854166667
2018-06-1608:45:00.000000+0000,0.791666667
2018-06-1608:50:00.000000+0000,0.725
2018-06-1608:55:00.000000+0000,0.7625
2018-06-1609:00:00.000000+0000,0.758282393
2018-06-1609:05:00.000000+0000,0.745833333
2018-06-1609:10:00.000000+0000,0.708333333
2018-06-1609:15:00.000000+0000,0.745833333
2018-06-1609:20:00.000000+0000,0.783333333
2018-06-1609:25:00.000000+0000,0.791666667
2018-06-1609:30:00.000000+0000,0.83723488
2018-06-1609:35:00.000000+0000,0.791666667
2018-06-1609:40:00.000000+0000,0.825
2018-06-1609:45:00.000000+0000,0.841666667
2018-06-1609:50:00.000000+0000,0.816666667
2018-06-1609:55:00.000000+0000,0.7875
2018-06-1610:00:00.000000+0000,0.895833333
2018-06-1610:05:00.000000+0000,0.816666667
2018-06-1610:10:00.000000+0000,0.833333333
2018-06-1610:15:00.000000+0000,0.822336066
2018-06-1610:20:00.000000+0000,0.824081921
2018-06-1610:25:00.000000+0000,0.745833333
2018-06-1610:30:00.000000+0000,0.8
2018-06-1610:35:00.000000+0000,0.8375
2018-06-1610:40:00.000000+0000,0.8
2018-06-1610:45:00.000000+0000,0.766666667
2018-06-1610:50:00.000000+0000,0.816666667
2018-06-1610:55:00.000000+0000,0.804166667
